date,stocks
2021-09-30,"JSWENERGY (11.30), MANINFRA (7.69), IRCTC (7.40), PRESTIGE (5.93), GUJALKALI (5.74), GODREJPROP (5.58), CGPOWER (4.73), SRF (4.69), OBEROIRLTY (4.53), DELTACORP (4.14), DLF (4.13), ADANIENSOL (4.02), ADANITRANS (4.02), BAJAJFINSV (4.00), BRIGADE (3.97), MAXHEALTH (3.52), ZEEL (3.51), HAVELLS (3.42), BSE (3.13), KEI (2.87), BHARTIARTL (2.85), HAL (2.78), JUBLFOOD (2.66), CANFINHOME (2.66), HINDALCO (2.66), HCLTECH (2.57), TATAPOWER (2.56), INDUSTOWER (2.50), INDHOTEL (2.41), BAJFINANCE (2.34)"
2021-10-29,"CGPOWER (8.08), MANINFRA (7.80), IRCTC (7.77), TATAPOWER (7.05), TATAMOTORS (6.16), MAHSEAMLES (5.18), NETWORK18 (5.01), ZEEL (4.84), GMRINFRA (4.21), CANBK (4.10), GODREJPROP (4.05), DELTACORP (3.96), JSWENERGY (3.73), TITAN (3.50), IDBI (3.31), INDHOTEL (3.11), DMART (3.06), TECHM (2.93), OBEROIRLTY (2.93), PTC (2.90), ONGC (2.83), KKCL (2.61), CHOLAFIN (2.48), INDIANB (2.27), RELIANCE (2.22), CHAMBLFERT (2.20), PVRINOX (2.20), IOC (2.19), BHARTIARTL (2.18), RPOWER (2.14)"
2021-11-30,"MANINFRA (55.39), ZEEL (50.21), CGPOWER (43.09), TATAPOWER (39.02), RAYMOND (34.12), TATAMOTORS (32.82), SOBHA (22.95), WELCORP (21.81), MINDACORP (19.51), TVSMOTOR (18.44), BSE (17.41), CANBK (16.26), TITAN (15.21), ADANIGREEN (12.74), BHARTIARTL (11.25), APOLLOHOSP (11.24), POWERGRID (10.24), NHPC (9.47), BSOFT (8.58), VEDL (7.75), CHAMBLFERT (7.40), TORNTPOWER (7.07), ADANIENT (5.55), TECHM (4.95), COFORGE (3.48), MAXHEALTH (3.06), CIPLA (2.25), HINDZINC (1.60)"
2021-12-31,"GODREJCP (15.94), CIPLA (10.70), HINDALCO (6.78), SBILIFE (4.19), TCS (2.63), RAIN (1.22)"
2022-01-31,
2022-02-28,
2022-03-31,"BSOFT (24.30), TECHM (23.97), HCLTECH (17.37), ZEEL (14.92), WELCORP (9.13), NETWORK18 (8.64), CGPOWER (3.87), DLF (3.78)"
2022-04-29,
2022-05-31,TATAMOTORS (1.76)
2022-06-30,
2022-07-29,"ADANIGREEN (30.85), GNFC (16.05), GSFC (9.95), CHOLAFIN (6.47), CANBK (4.02)"
2022-08-30,"TITAGARH (8.11), ANANTRAJ (7.81), NAVNETEDUL (6.77), KARURVYSYA (6.03), ADANIENT (5.75), VBL (5.15), AEGISLOG (4.87), RPOWER (4.84), MAZDOCK (4.60), TVSMOTOR (4.02), BEL (3.98), M&M (3.76), FEDERALBNK (3.60), BANKBARODA (3.49), CGPOWER (3.32), HAL (3.14), TRENT (3.12), COALINDIA (3.08), YESBANK (2.70), EICHERMOT (2.63), ADANIPOWER (2.62), INDHOTEL (2.42), SIEMENS (2.33), ASIANPAINT (2.33), ITC (2.31), TATACHEM (2.29), ICICIBANK (2.24), LTFOODS (2.06), CHOLAFIN (2.03), APOLLO (1.99)"
2022-09-30,"MAZDOCK (9.32), ANANTRAJ (8.37), KARURVYSYA (7.55), ADANIENT (5.36), GRSE (5.16), LTFOODS (4.99), APOLLO (4.82), APOLLOTYRE (4.70), INDUSINDBK (4.57), UJJIVANSFB (4.50), INDHOTEL (4.39), ABFRL (4.39), RPOWER (3.96), ADANIPOWER (3.91), AMBUJACEM (3.90), COCHINSHIP (3.85), TATACHEM (3.64), DCBBANK (3.56), BANKBARODA (3.34), TITAN (3.18), HAL (3.02), VBL (2.98), FEDERALBNK (2.94), INDIANB (2.91), JINDALSTEL (2.80), BEL (2.73), BDL (2.64), MIDHANI (2.31), CGPOWER (2.13), TVSMOTOR (2.10)"
2022-10-31,
2022-11-30,"MAZDOCK (32.58), RVNL (30.90), SOUTHBANK (26.03), UNIONBANK (22.90), APOLLO (20.49), COCHINSHIP (19.03), GRSE (17.29), IRFC (13.14), KARURVYSYA (11.32), IRCON (10.72), PNB (10.63), BHEL (10.45), RAYMOND (10.37), DCBBANK (9.57), AMBUJACEM (9.57), INDIANB (9.23), UJJIVANSFB (8.81), DHANBANK (8.60), RAILTEL (8.59), PSB (7.91), HUDCO (7.76), CANBK (7.53), SJVN (7.25), EASEMYTRIP (7.05), ABCAPITAL (6.72), BANKBARODA (6.68), CENTRALBK (6.47), APOLLOTYRE (6.35), CGPOWER (6.01), MIDHANI (5.97)"
2022-12-30,"PSB (27.69), RVNL (24.54), SOUTHBANK (23.43), IOB (19.97), UNIONBANK (19.17), DHANBANK (15.49), NFL (14.79), APOLLO (14.76), CENTRALBK (14.35), RBLBANK (13.82), PNB (13.03), IRFC (12.73), IRCON (12.27), HUDCO (11.44), NIACL (11.13), CANBK (10.94), INDIANB (10.76), RAYMOND (10.36), RCF (10.33), BANKBARODA (9.64), INDBANK (9.41), KARURVYSYA (9.33), PNBHOUSING (8.61), JINDALSTEL (8.49), PFC (8.36), ABCAPITAL (8.22), BHEL (7.71), IDBI (7.60), YESBANK (7.57), UJJIVANSFB (7.12)"
2023-01-31,"TVSMOTOR (3.01), COALINDIA (2.71), MAXHEALTH (1.01)"
2023-02-28,
2023-03-31,
2023-04-28,
2023-05-31,"RVNL (12.67), IRCON (6.63), SURYODAY (5.67), ANANTRAJ (5.25), AUROPHARMA (4.93), GLENMARK (4.59), CHOLAFIN (4.53), UJJIVANSFB (4.33), DLF (4.08), SONATSOFTW (3.93), HUDCO (3.65), AUBANK (3.61), VBL (3.52), IDFCFIRSTB (3.48), DELTACORP (3.40), ETERNAL (3.38), MAXHEALTH (3.37), CGPOWER (3.34), NBCC (3.16), TEXRAIL (3.08), PFC (2.96), INDHOTEL (2.96), TATAMOTORS (2.92), APOLLOTYRE (2.88), PSB (2.85), RECLTD (2.77), LUPIN (2.56), HDFCLIFE (2.47), HAL (2.45), TVSMOTOR (2.40)"
2023-06-30,
2023-07-31,
2023-08-31,"TEXRAIL (21.93), TITAGARH (17.78), MAZDOCK (17.53), BSE (12.33), MIDHANI (12.19), COCHINSHIP (11.23), GRSE (10.85), GABRIEL (10.56), RAILTEL (10.49), SJVN (10.21), RECLTD (9.34), SUPREMEIND (8.36), MANINFRA (7.92), IRFC (7.61), GMRINFRA (7.14), BSOFT (6.59), BHEL (6.54), RPOWER (6.52), RBLBANK (6.44), GRAPHITE (6.22), DHANBANK (6.09), ANANTRAJ (6.04), LTFOODS (6.04), PFC (5.81), ETERNAL (5.63), IRCON (5.51), INDIANB (5.49), MANAPPURAM (5.48), PTC (5.42), JSWENERGY (5.19)"
2023-09-29,
2023-10-31,"APOLLOTYRE (7.87), MAXHEALTH (2.35), TATAMOTORS (1.61), BAJAJFINSV (1.19)"
2023-11-30,"BSE (25.97), APOLLO (21.15), NIACL (15.95), PRESTIGE (10.70), WELCORP (9.64), PFC (8.90), NITCO (8.86), COALINDIA (8.26), NBCC (8.03), NMDC (7.81), IRCON (7.58), RAILTEL (7.46), BHEL (7.26), RECLTD (7.04), COCHINSHIP (6.43), SJVN (6.04), SWANENERGY (5.88), MANINFRA (5.74), GABRIEL (5.67), PRAJIND (5.61), LTFOODS (5.39), LODHA (5.28), ADANIPOWER (5.23), TITAGARH (5.10), NYKAA (4.86), KARURVYSYA (4.64), RVNL (4.63), BSOFT (4.62), NETWORK18 (4.31), DLF (4.19)"
2023-12-29,"PRESTIGE (7.74), SWANENERGY (6.28), BSE (5.76), BDL (5.34), ADANIGREEN (5.00), PFC (4.20), RAILTEL (4.12), NIACL (4.02), BSOFT (3.98), BHEL (3.86), CESC (3.83), HAL (3.68), GREENPLY (3.66), RECLTD (3.53), PTC (3.49), IOC (3.46), MANINFRA (3.44), NMDC (3.38), SONATSOFTW (3.27), NBCC (3.19), GSFC (3.17), ADANIPOWER (3.17), HUDCO (3.01), DLF (2.98), NETWORK18 (2.98), NATIONALUM (2.89), GMRINFRA (2.85), CHAMBLFERT (2.82), ANANTRAJ (2.78), TITAGARH (2.74)"
2024-01-31,"IRFC (7.91), HUDCO (7.22), SOBHA (5.77), RVNL (5.60), NBCC (5.45), RAILTEL (5.40), COCHINSHIP (5.14), DHANBANK (5.09), BHEL (4.98), SJVN (4.79), ADANIGREEN (4.65), NFL (4.59), NHPC (4.54), TEXRAIL (4.47), PFC (4.46), BDL (4.21), NIACL (4.21), RPOWER (4.16), RECLTD (4.12), NETWORK18 (4.01), IRCON (3.98), PTC (3.95), CESC (3.85), SPARC (3.77), SWANENERGY (3.68), PRESTIGE (3.65), HAL (3.61), IOC (3.57), TATAPOWER (3.52), NATIONALUM (3.43)"
2024-02-29,"HUDCO (11.04), IRFC (7.77), NBCC (7.63), BALAJITELE (6.75), ADANIGREEN (6.71), SWANENERGY (6.29), NATIONALUM (5.69), IOB (5.23), NHPC (4.97), HFCL (4.95), DHANBANK (4.84), ADANIPORTS (4.75), RAILTEL (4.67), BDL (4.65), PSB (4.65), PNB (4.42), IOC (4.30), COCHINSHIP (4.12), LICI (4.11), CASTROLIND (4.01), ZYDUSLIFE (3.96), RVNL (3.91), BEL (3.72), TRENT (3.69), GAIL (3.67), POLICYBZR (3.58), SJVN (3.57), SOUTHBANK (3.56), ETERNAL (3.43), DLF (3.39)"
2024-03-28,"INDUSTOWER (12.79), ETERNAL (10.84), TORNTPOWER (10.82), ZYDUSLIFE (10.60), HUDCO (10.49), POLICYBZR (9.83), NHPC (8.64), INDHOTEL (8.25), ADANIPORTS (7.24), CANBK (7.19), TATAMOTORS (7.18), INTELLECT (7.11), SWANENERGY (6.94), UNIONBANK (6.87), PNB (6.86), COCHINSHIP (6.72), JSWENERGY (6.71), BPCL (6.65), ONGC (6.50), BHEL (6.44), SUNPHARMA (6.44), AEGISLOG (6.16), RPOWER (5.98), IOC (5.87), PHOENIXLTD (5.43), INDIANB (5.31), DLF (5.24), INDIGO (4.81), MOTHERSON (4.51), MAXHEALTH (4.47)"
2024-04-30,"AEGISLOG (11.78), INDUSTOWER (7.47), VEDL (6.80), TORNTPOWER (6.73), EXIDEIND (6.68), COCHINSHIP (6.66), VOLTAS (6.19), TRENT (6.10), IOB (5.66), ETERNAL (5.61), POLICYBZR (5.38), JUSTDIAL (5.23), ABCAPITAL (5.14), HUDCO (5.03), INDIGO (4.95), SAIL (4.88), HINDZINC (4.71), M&M (4.55), SBIN (4.38), HAL (4.23), CANBK (4.17), PNB (4.00), JSWENERGY (3.92), HAVELLS (3.92), SURYODAY (3.89), BSE (3.79), PSB (3.77), NATIONALUM (3.75), GRAPHITE (3.56), JINDALSTEL (3.38)"
2024-05-31,"HINDZINC (24.64), COCHINSHIP (24.30), BDL (14.31), GRSE (13.54), VEDL (13.46), HAL (12.15), AEGISLOG (12.04), RVNL (11.16), FINCABLES (11.08), MAZDOCK (10.45), EXIDEIND (10.40), TITAGARH (10.12), SIEMENS (9.70), CGPOWER (8.96), BEL (8.78), HUDCO (8.57), TORNTPOWER (7.80), INDUSTOWER (7.48), ADANIPOWER (7.42), PRESTIGE (7.32), HINDALCO (7.30), OBEROIRLTY (7.01), CROMPTON (6.90), INDIGO (6.50), JINDALSTEL (6.43), ASHOKLEY (6.31), BHEL (6.22), SAIL (6.10), M&M (5.89), ABFRL (5.50)"
2024-06-28,"GRSE (15.34), COCHINSHIP (13.54), MAZDOCK (11.40), HINDZINC (11.35), TITAGARH (9.00), AEGISLOG (8.39), EXIDEIND (7.50), BDL (7.23), VEDL (5.90), RVNL (5.69), MOTHERSON (5.49), PRESTIGE (5.43), RAYMOND (5.42), HAL (5.12), ABFRL (4.56), BEL (4.55), CROMPTON (4.53), TEXRAIL (4.46), RCF (4.45), HUDCO (4.41), M&M (4.32), NFL (4.29), CHAMBLFERT (4.24), GABRIEL (3.96), SIEMENS (3.81), ASHOKLEY (3.63), EIDPARRY (3.51), BEML (3.46), JSWENERGY (3.42), ANANTRAJ (3.34)"
2024-07-31,"GRSE (11.87), MAZDOCK (10.21), RVNL (9.12), COCHINSHIP (8.37), TITAGARH (4.48), ANANTRAJ (4.39), RAYMOND (4.25), MOTHERSON (4.13), TEXRAIL (3.93), RCF (3.74), NFL (3.48), CROMPTON (3.46), HUDCO (3.24), LTFOODS (2.96), BEL (2.92), M&M (2.89), HFCL (2.81), NATCOPHARM (2.79), ASHOKLEY (2.77), CGPOWER (2.72), PRESTIGE (2.62), INFY (2.61), PARADEEP (2.61), ZYDUSLIFE (2.55), ABFRL (2.54), BEML (2.50), MARICO (2.50), NBCC (2.46), JUBLFOOD (2.43), ICICIPRULI (2.36)"
2024-08-30,"LTFOODS (6.89), ANANTRAJ (4.75), RVNL (4.58), TRENT (4.21), PRAJIND (4.14), NATCOPHARM (3.96), GLENMARK (3.89), POLICYBZR (3.82), RAYMOND (3.71), HFCL (3.71), LUPIN (3.26), CASTROLIND (3.20), SHRIRAMFIN (3.06), ETERNAL (3.02), ICICIPRULI (2.90), INFY (2.82), CESC (2.80), NBCC (2.79), MINDACORP (2.75), HDFCLIFE (2.66), SBILIFE (2.66), INDUSTOWER (2.60), TECHM (2.49), NAZARA (2.48), HCLTECH (2.47), PNBHOUSING (2.43), AUROPHARMA (2.40), CHAMBLFERT (2.38), JUBLFOOD (2.28), VOLTAS (2.27)"
2024-09-30,
2024-10-31,"TEXRAIL (4.83), HINDZINC (4.05), SBIN (1.67)"
2024-11-29,"NFL (2.83), RCF (2.51), ASHOKLEY (2.14)"
2024-12-31,"RPOWER (1.61), AUROPHARMA (1.12), IREDA (1.08), MARICO (1.04)"
